id,Name,Type,lon,lat
195,元大-樹林,券商,121.423278,24.991028
196,元大-古亭,券商,121.525367,25.023505
197,元大-信義,券商,121.572342,25.041105
198,元大-國際證券,券商,121.543673,25.052049
199,元大期貨,券商,121.543673,25.052049
200,元富,券商,121.543949,25.039444
201,元富-高雄,券商,120.296597,22.641895
202,元富-新店,券商,121.544891,24.979765
203,元富-三重,券商,121.498043,25.062408
204,元富-台中,券商,120.658015,24.13988
205,元富-四維,券商,120.300411,22.616372
206,元富-林園,券商,120.392876,22.499896
207,元富-新莊,券商,121.444418,25.043004
208,元富-台南,券商,120.202501,22.991244
209,元富-緯城,券商,120.303233,22.651226
210,元富-永和,券商,121.515927,24.997278
211,元富-潮州,券商,120.537713,22.547082
212,元富-大昌,券商,120.327557,22.639398
213,元富-城中,券商,121.517065,25.050153
214,元富-新竹,券商,120.970509,24.802983
215,元富-信義,券商,121.527681,25.03422
216,元富-嘉義,券商,120.45192,23.47436
217,元富-中壢,券商,121.226598,24.961207
218,元富-虎尾,券商,120.436919,23.70979
219,元富-同大,券商,120.295451,22.796244
220,元富-敦南,券商,121.552764,25.041229
221,元富-基隆,券商,121.744251,25.129168
222,元富-宜蘭,券商,121.755703,24.759117
223,元富-民權,券商,121.521849,25.062981
224,元富-吉利,券商,121.504031,25.11766
225,元富-草屯,券商,120.685114,23.979154
226,元富-埔里,券商,120.964257,23.96647
227,元富-安南,券商,120.185157,23.047042
228,元富-松德,券商,121.577299,25.039411
229,元富-板橋,券商,121.463628,25.01123
230,元富-烏日,券商,120.829404,24.258353
231,元富-延平,券商,121.523775,25.049447
232,元富-古亭,券商,121.525183,25.023067
233,元富-國際證券,券商,121.549183,25.028808
234,元富-中原,券商,120.705129,24.210649
235,元富-中港,券商,120.576445,24.270856
236,元富-大裕,券商,120.683598,24.123552
237,元富-成功,券商,120.196228,23.001268
238,元富-西松,券商,121.562139,25.051248
239,元富-新興,券商,120.309461,22.633842
240,元富-城東,券商,121.533728,25.052227
241,元富-世貿,券商,121.560614,25.032831
242,元富-桃園,券商,121.313772,24.993299
243,元富-佳里,券商,120.177899,23.162333
244,元富-文心,券商,120.648588,24.161799
245,日茂,券商,120.681831,23.976856
246,日茂-埔里,券商,120.969733,23.97295
247,日茂-南投,券商,120.689885,23.904333
248,日茂-霧峰,券商,120.698302,24.064361
249,日盛,券商,121.533427,25.052281
250,日盛-忠孝,券商,121.513136,25.046588
251,日盛-台南,券商,120.211231,22.998332
252,日盛-台中,券商,120.658023,24.157501
253,日盛-內湖,券商,121.587023,25.068859
254,日盛-板橋,券商,121.458842,25.008597
255,日盛-雙和,券商,121.510193,25.001498
256,日盛-嘉義,券商,120.43783,23.467929
257,日盛-高雄,券商,120.291605,22.631516
258,日盛-士林,券商,121.525823,25.092753
259,日盛-木柵,券商,121.56732,24.988333
260,日盛-中壢,券商,121.225123,24.957608
261,日盛-八德,券商,121.299708,24.959934
262,日盛-三重,券商,121.498043,25.062408
263,日盛-員林,券商,120.570705,23.957346
264,日盛-景美,券商,121.540634,24.991821
265,日盛-新竹,券商,120.9727,24.804292
266,日盛-南京,券商,121.529445,25.051881
267,日盛-板橋中山,券商,121.479068,25.019361
268,日盛-大墩,券商,120.649548,24.153053
269,日盛-永康,券商,120.233762,22.99876
270,日盛-信義,券商,121.557259,25.028874
271,日盛-二林,券商,120.367469,23.899975
272,日盛-新莊,券商,121.44601,25.034631
273,日盛-桃園,券商,121.202211,24.968838
274,日盛-斗六,券商,120.541051,23.708729
275,日盛-鳳山,券商,120.362378,22.625268
276,日盛-宜蘭,券商,121.753373,24.761013
277,日盛-中和,券商,121.500112,25.0016
278,日盛-園區,券商,120.994757,24.801203
279,日盛-豐原,券商,120.719728,24.253464
280,日盛-三峽,券商,121.372277,24.935911
281,日盛-竹北,券商,121.019206,24.83387
282,日盛-復興,券商,121.544229,25.050474
283,日盛-龍潭,券商,121.216077,24.870678
284,日盛-樹林,券商,121.423088,24.991153
285,日盛-頭份,券商,120.907409,24.68567
286,日盛-北高雄,券商,120.29503,22.668147
287,日盛-和美,券商,120.499921,24.110627
288,日盛-文化,券商,121.471258,25.027393
289,日盛-土城,券商,121.441616,24.974302
290,日盛-國際證券,券商,121.533427,25.052281
291,日進,券商,120.821989,24.560316
292,北城,券商,121.515216,25.01207
293,台中銀,券商,120.681516,24.137792
294,台中銀-員林,券商,120.572241,23.95887
295,台中銀-復興,券商,121.544229,25.050474
296,台中銀-中壢,券商,121.223491,24.95969
297,台中銀-豐原,券商,120.71762,24.251778
298,台新,券商,121.522507,25.055199
299,台新-復興,券商,121.543683,25.04718
300,台新-新莊,券商,121.425892,25.023109
301,台新-松山,券商,121.557712,25.050709
302,台新-三民,券商,120.333467,22.642766
303,台新-左楠,券商,120.293004,22.71064
304,台新-松江,券商,121.532814,25.052326
305,台新-台南,券商,120.204021,23.003755
306,台新-高雄,券商,120.305121,22.613337
307,台新-台中,券商,120.652782,24.141155
308,台新-五權,券商,120.647268,24.139779
309,台新-屏東,券商,120.499588,22.673407
310,台新-新板,券商,121.465554,25.011735
311,台新-前鎮,券商,120.307321,22.60773
312,台新-中壢,券商,121.224952,24.955611
313,台新-鳳山,券商,120.361618,22.624613
314,台新-新營,券商,120.318303,23.30495
315,台灣企銀,券商,121.510288,25.051169
316,台灣企銀-台中,券商,120.71735,24.251968
317,台灣企銀-台南,券商,120.198026,22.992701
318,台灣企銀-九如,券商,120.306533,22.640792
319,台灣企銀-嘉義,券商,120.45107,23.479199
320,台灣企銀-竹北,券商,121.009693,24.826725
321,台灣企銀-豐原,券商,120.715351,24.251532
322,台灣企銀-岡山,券商,120.295879,22.795321
323,台灣企銀-民雄,券商,120.439757,23.521445
324,台灣企銀-建成,券商,121.518406,25.052949
325,台灣企銀-三民,券商,120.301593,22.632742
326,臺灣企銀-台北,券商,121.513097,25.043399
327,臺灣企銀-桃園,券商,121.199291,25.067468
328,台灣企銀-北高雄,券商,120.308723,22.634651
329,臺灣企銀-埔墘,券商,121.473996,25.015709
330,台灣匯立,券商,121.54931,25.029236
331,台灣摩根士丹利,券商,121.549255,25.026009
332,永全,券商,121.303,24.993787
333,永全-南崁,券商,121.29025,25.044547
334,永全-八德,券商,121.300978,24.966308
335,永興,券商,121.517011,25.032492
336,永興-水湳,券商,120.666064,24.182597
337,永興-台中,券商,120.687664,24.156206
338,永興-大墩,券商,120.649974,24.15399
339,永豐金,券商,121.513135,25.046859
340,永豐金-鳳山,券商,120.335784,22.603596
341,永豐金-五權,券商,120.65603,24.13982
342,永豐金-埔里,券商,120.965557,23.966432
343,永豐金-數位,券商,121.555065,25.041608
344,永豐金-國際證券,券商,121.513135,25.046859
345,永豐金-敦北,券商,121.548501,25.051354
346,永豐金-敦南,券商,121.550012,25.027106
347,永豐金-松山,券商,121.577611,25.047691
348,永豐金-萬盛,券商,121.533274,25.053815
349,永豐金-大稻埕,券商,121.512912,25.056895
350,永豐金-博愛,券商,121.511594,25.044357
351,永豐金-新竹,券商,120.967308,24.808102
352,永豐金-大園,券商,121.197042,25.066319
353,永豐金-中壢,券商,121.224709,24.959591
354,永豐金-羅東,券商,121.771957,24.677885
355,永豐金-中和,券商,121.510636,25.001991
356,永豐金-員林,券商,120.579821,23.963107
357,永豐金-忠孝,券商,121.555463,25.041169
358,永豐金-板橋,券商,121.460907,25.009003
359,永豐金-安和,券商,121.542145,25.033622
360,永豐金-天母,券商,121.527261,25.104804
361,永豐金-新莊,券商,121.452171,25.045812
362,永豐金-板新,券商,121.471031,25.027958
363,永豐金-三重,券商,121.485945,25.064941
364,永豐金-台中,券商,120.709631,24.250508
365,永豐金-南投,券商,120.687789,23.907057
366,永豐金-桃盛,券商,121.297134,25.017871
367,永豐金-竹北,券商,121.010098,24.827898
368,永豐金-豐原,券商,120.718349,24.250154
369,永豐金-信義,券商,121.551081,25.033417
370,永豐金-南京,券商,121.538259,25.05178
371,永豐金-中正,券商,121.523775,25.049447
372,永豐金-三民,券商,120.29602,22.641929
373,永豐金-市政,券商,120.639556,24.15913
374,永豐金-竹科,券商,120.989541,24.800065
375,永豐金-板盛,券商,121.468047,25.012823
376,永豐金-復興,券商,121.542196,25.062549
377,永豐金-苓雅,券商,120.305121,22.613337
378,永豐金-虎尾,券商,120.435917,23.707401
379,永豐金-永康,券商,120.232845,23.009827
380,永豐金-古亭,券商,121.517931,25.030107
381,永豐金-高雄,券商,120.328081,22.629694
382,永豐金-中盛,券商,120.646351,24.156745
383,永豐金-內湖,券商,121.559589,25.085128
384,永豐金-台南,券商,120.197277,22.986222
385,永豐金-新店,券商,121.542927,24.978014
386,永豐金-嘉義,券商,120.446029,23.47971
387,永豐金-桃中,券商,121.303364,24.994427
388,永豐金-府城,券商,120.205654,22.994679
389,永豐金-潮州,券商,120.540374,22.551912
390,永豐金-北高雄,券商,120.296905,22.660478
391,永豐金-光復,券商,121.557481,25.043464
392,永豐金-桃園,券商,121.30792,24.990936
393,玉山,券商,121.547604,25.057396
394,玉山-雙和,券商,121.506474,25.007144
395,玉山-新莊,券商,121.460415,25.051093
396,玉山-高雄,券商,120.339905,22.637293
397,玉山-松江,券商,121.53287,25.055377
398,玉山-仁愛,券商,121.525367,25.038104
399,玉山-土城,券商,121.451029,24.986515
400,玉山-台南,券商,120.224104,22.980512
401,玉山-嘉義,券商,120.44288,23.47941
402,玉山-台大,券商,121.533978,25.014786
403,玉山-士林,券商,121.524145,25.095079
404,玉山-台中,券商,120.640227,24.158809
405,玉山-南京東路,券商,121.560212,25.051701
406,玉山-左營,券商,120.303599,22.667764
407,玉山-城中,券商,121.509665,25.044232
408,玉山-桃園,券商,121.30494,25.00486
409,玉山-新竹,券商,121.011979,24.785481
410,玉山-大里,券商,120.679766,24.108785
411,玉山-國際證券,券商,121.547604,25.057396
412,石橋,券商,121.206494,24.952791
413,光和,券商,120.524275,23.873352
414,光和-溪湖,券商,120.481025,23.962145
415,光和-田中,券商,120.586499,23.859546
416,光和-和美,券商,120.500556,24.109846
417,光和-花壇,券商,120.537435,24.026015
418,光和-虎尾,券商,120.434312,23.71195
419,光隆,券商,121.610761,23.976696
420,兆豐,券商,121.530983,25.043042
421,兆豐-嘉義,券商,120.448629,23.48366
422,兆豐-台中,券商,120.65603,24.13982
423,兆豐-台中港,券商,120.558761,24.235078
424,兆豐-台南,券商,120.202823,22.991219
425,兆豐-竹北,券商,121.018103,24.83447
426,兆豐-三重,券商,121.496264,25.068209
427,兆豐-景美,券商,121.541484,24.993043
428,兆豐-板橋,券商,121.467135,25.020903
429,兆豐-來福,券商,120.541858,23.711469
430,兆豐-西螺,券商,120.461025,23.799873
431,兆豐-斗南,券商,120.478132,23.676487
432,兆豐-虎尾,券商,120.432722,23.709313
433,兆豐-麻豆,券商,120.251407,23.18382
434,兆豐-東門,券商,121.527257,25.03284
435,兆豐-北高雄,券商,120.292762,22.628062
436,兆豐-公益,券商,120.664167,24.153887
437,兆豐-新營,券商,120.318861,23.305447
438,兆豐-天母,券商,121.525004,25.105765
439,兆豐-桃園,券商,121.313861,24.99305
440,兆豐-埔墘,券商,121.479069,25.018974
441,兆豐-南京,券商,121.538389,25.052168
442,兆豐-小港,券商,120.356637,22.567036
443,兆豐-大同,券商,121.512912,25.056895
444,兆豐-桃鶯,券商,121.319545,24.98133
445,兆豐-新竹,券商,120.967308,24.808102
446,兆豐-城中,券商,121.513135,25.046859
447,兆豐-永和,券商,121.506474,25.007144
448,兆豐-高雄,券商,120.301991,22.611692
449,兆豐-忠孝,券商,121.564019,25.041454
450,兆豐-中壢,券商,121.224825,24.955974
451,兆豐-民生,券商,121.545997,25.057521
452,兆豐-彰化,券商,120.540189,24.080245
453,兆豐-鹿港,券商,120.437819,24.049788
454,兆豐-南門,券商,121.521338,25.028901
455,兆豐-三民,券商,120.327389,22.640348
456,兆豐-松德,券商,121.578819,25.04115
457,兆豐-大安,券商,121.542489,25.033165
458,兆豐-員林,券商,120.570705,23.957346
459,兆豐-國際證券,券商,121.530983,25.043042
460,兆豐-復興,券商,121.54428,25.052848
461,兆豐-內湖,券商,121.593301,25.083048
462,兆豐-寶成,券商,120.623806,24.179341
463,兆豐-岡山,券商,120.299242,22.79389
464,兆豐-新莊,券商,121.459597,25.053101
465,全泰,券商,121.306313,24.99211
466,合庫,券商,121.556327,25.041587
467,合庫- 台中,券商,120.679329,24.138023
468,合庫-台南,券商,120.207852,22.998048
469,合庫-高雄,券商,120.284153,22.624859
470,合庫-嘉義,券商,120.44831,23.480499
471,合庫-基隆,券商,121.742435,25.129791
472,合庫 - 彰化,券商,120.542261,24.082015
473,合庫 - 鳳山,券商,120.360769,22.631981
474,合庫-新竹,券商,120.9727,24.804292
475,合庫-自強,券商,121.531803,25.05225
476,合庫-桃園,券商,121.311505,24.991278
477,合庫-西台中,券商,120.661576,24.165313
478,合庫-三重,券商,121.498007,25.061444
479,安泰,券商,120.324466,22.588705
480,安泰-大發,券商,120.398235,22.603297
481,安泰-楠梓,券商,120.333168,22.729661
482,宏遠,券商,121.55309,25.032972
483,宏遠-民生,券商,121.564761,25.059581
484,宏遠-桃園,券商,121.202642,24.967683
485,宏遠-南京,券商,121.555708,25.051394
486,宏遠-台南,券商,120.20273,22.992332
487,宏遠-中和,券商,121.482913,25.001311
488,宏遠-台中,券商,120.646305,24.15414
489,宏遠-高雄,券商,120.313715,22.630302
490,宏遠-館前,券商,121.51136,25.044671
491,宏遠-新化,券商,120.308455,23.035931
492,亞東,券商,121.513096,25.043075
493,亞東-板橋,券商,121.451087,24.995065
494,亞東-新竹,券商,121.012862,24.785218
495,亞東-台南,券商,120.221626,22.985519
496,亞東-高雄,券商,120.305121,22.613337
497,亞東-台中,券商,120.683757,24.141871
498,亞東-國際證券,券商,121.513096,25.043075
499,法銀巴黎,券商,121.564604,25.033524
500,花旗環球,券商,121.566081,25.038775
501,金港,券商,120.324797,22.620387
502,金港-博愛,券商,120.303555,22.665424
503,信富,券商,120.244784,23.465506
504,盈溢,券商,120.300567,22.634886
505,盈溢-籬子內,券商,120.335143,22.609331
506,盈溢-楠梓,券商,120.326524,22.726227
507,美林,券商,121.549255,25.026009
508,美商高盛,券商,121.549255,25.026009
509,致和,券商,120.201671,22.999987
510,致和-台北,券商,121.547832,25.033089
511,致和-佳里,券商,120.175033,23.159217
512,致和-府前,券商,120.207487,22.988866
513,致和-金華,券商,120.191584,22.979759
514,致和-東門,券商,121.530537,25.033844
515,致和-高雄,券商,120.315371,22.62527
516,致和-南京,券商,121.563747,25.051213
517,致和-崇德,券商,120.224707,22.976127
518,香港上海匯豐,券商,121.561111,25.034254
519,高橋,券商,121.22217,24.953759
520,高橋-龍潭,券商,121.217659,24.859763
521,高橋-中壢,券商,121.222971,24.957052
522,高橋-內壢,券商,121.25485,24.976665
523,國泰,券商,121.549122,25.021996
524,國泰-高雄,券商,120.308432,22.630586
525,國泰-台中,券商,120.673672,24.14264
526,國泰-松江,券商,121.532826,25.053107
527,國泰-台南,券商,120.203286,22.993431
528,國泰-桃園,券商,121.29754,25.017595
529,國泰-新莊,券商,121.445964,25.034627
530,國泰-忠孝,券商,121.554976,25.041609
531,國泰-敦南,券商,121.549122,25.022065
532,國泰-館前,券商,121.51513,25.044298
533,國泰-板橋,券商,121.479069,25.018974
534,國泰-國際證券,券商,121.549122,25.022065
535,國票,券商,121.51396,25.069586
536,國票-台東,券商,121.152829,22.753717
537,國票-北投,券商,121.49857,25.131039
538,國票-南港,券商,121.606444,25.055026
539,國票-中正,券商,120.292846,22.628088
540,國票-內壢,券商,121.258267,24.973711
541,國票-台南,券商,120.205387,22.998813
542,國票-南崁,券商,121.291713,25.047633
543,國票-新莊,券商,121.452113,25.036826
544,國票-嘉義,券商,120.447149,23.47383
545,國票-北高雄,券商,120.304516,22.664408
546,國票-九鼎,券商,120.694208,24.165379
547,國票-天祥,券商,120.319014,22.667866
548,國票-彰化,券商,120.529559,24.079245
549,國票-中和,券商,121.51116,24.988859
550,國票-安和,券商,121.556017,25.032909
551,國票-國際證券,券商,121.563747,25.051213
552,國票-敦北法人,券商,121.548091,25.051562
553,國票-南科,券商,120.295349,23.079787
554,國票-和平,券商,120.321284,22.621231
555,國票-南京,券商,121.563747,25.051213
556,國票-桃園,券商,121.31168,24.993496
557,國票-長城,券商,121.555758,25.037406
558,國票-台中,券商,120.646351,24.156745
559,國票-博愛,券商,121.511225,25.045884
560,康和,券商,121.565209,25.042814
561,康和-延平,券商,121.509851,25.053203
562,康和-台中,券商,120.677632,24.153715
563,康和-新竹,券商,120.961181,24.800677
564,康和-台南,券商,120.195252,22.995194
565,康和-嘉義,券商,120.44365,23.46819
566,康和-內湖,券商,121.590559,25.080933
567,康和-永和,券商,121.517753,24.999348
568,康和-板橋,券商,121.479068,25.019361
569,康和-澎湖,券商,119.572245,23.570999
570,康和-仁愛,券商,121.547936,25.038326
571,康和-高雄,券商,120.308432,22.630586
572,康和-石牌,券商,121.511751,25.11373
573,康和-南崁,券商,121.296212,25.045383
574,康和-台北,券商,121.544292,25.053552
575,康和-國際證券,券商,121.565209,25.042814
576,第一金,券商,121.524686,25.048769
577,第一金-員林,券商,120.579821,23.963107
578,第一金-台中,券商,120.663676,24.146975
579,第一金-高雄,券商,120.332641,22.62816
580,第一金-台南,券商,120.211053,22.986087
581,第一金-桃園,券商,121.30967,24.99016
582,第一金-彰化,券商,120.540565,24.079913
583,第一金-澎湖,券商,119.570331,23.57123
584,第一金-中山,券商,121.52297,25.056093
585,第一金-新興,券商,120.301049,22.630862
586,第一金-新竹,券商,120.967686,24.806692
587,第一金-光復,券商,121.557671,25.048853
588,第一金-忠孝,券商,121.52945,25.04304
589,第一金-自由,券商,120.67941,24.137141
590,第一金-大稻埕,券商,121.510101,25.055779
591,第一金-中和,券商,121.501549,25.003081
592,第一金-頭份,券商,120.908214,24.68529
593,第一金-嘉義,券商,120.45017,23.479749
594,第一金-豐原,券商,120.71529,24.247328
595,第一金-路竹,券商,120.261527,22.85443
596,第一金-灣內,券商,120.326634,22.64234
597,第一金-華江,券商,121.466306,25.020667
598,第一金-中壢,券商,121.217549,24.958227
599,第一金-國際證券,券商,121.524686,25.048769
600,第一金-安和,券商,121.550372,25.039169
601,統一,券商,121.565188,25.050298
602,統一-高雄,券商,120.308432,22.630586
603,統一-敦南,券商,121.549122,25.028461
604,統一-中壢,券商,121.22611,24.958359
605,統一-城中,券商,121.511375,25.044544
606,統一-台南,券商,120.263011,23.235195
607,統一-台中,券商,120.65603,24.13982
608,統一-新竹,券商,120.96284,24.806307
609,統一-嘉義,券商,120.44803,23.483799
610,統一-屏東,券商,120.490943,22.677036
611,統一-基隆,券商,121.74453,25.12787
612,統一-永和,券商,121.514123,25.007711
613,統一-新台中,券商,120.647283,24.1596
614,統一-新營,券商,120.318693,23.30507
615,統一-彰化,券商,120.542216,24.074377
616,統一-桃園,券商,121.311142,24.992508
617,統一-員林,券商,120.572607,23.962795
618,統一-三重,券商,121.488758,25.057753
619,統一-豐原,券商,120.717321,24.253132
620,統一-士林,券商,121.523627,25.082777
621,統一-板橋,券商,121.458462,25.008236
622,統一-三多,券商,120.301328,22.616088
623,統一-汐止,券商,121.632435,25.065239
624,統一-宜蘭,券商,121.745492,24.751013
625,統一-南京,券商,121.54458,25.051642
626,統一-古亭,券商,121.521435,25.026655
627,統一-金門,券商,118.317848,24.43673
628,統一-土城,券商,121.452053,24.986094
629,統一-松江,券商,121.533354,25.053576
630,統一-內湖,券商,121.572655,25.081168
631,統一-仁愛,券商,121.550424,25.03913
632,統一-新店,券商,121.542907,24.978334
633,統一-新莊,券商,121.444503,25.052712
634,統一-平鎮,券商,121.211696,24.959125
635,統一-新桃園,券商,121.30669,25.001878
636,統一-竹南,券商,120.873801,24.68353
637,統一-國際證券,券商,121.565188,25.050298
638,凱基,券商,121.551506,25.084876
639,凱基-中港,券商,120.674211,24.147801
640,凱基-台中,券商,120.681239,24.138366
641,凱基-三重,券商,121.496247,25.067375
642,凱基-高雄,券商,120.318386,22.630465
643,凱基-永和,券商,121.517152,25.006833
644,凱基-桃園,券商,121.311142,24.992508
645,凱基-岡山,券商,120.293008,22.799406
646,凱基-板橋,券商,121.459866,25.005088
647,凱基-雙和,券商,121.506773,24.99951
648,凱基-市府,券商,121.564019,25.041454
649,凱基-東門,券商,120.221661,22.985655
650,凱基-站前,券商,121.516958,25.045725
651,凱基-基隆,券商,121.748746,25.128156
652,凱基-湖口,券商,121.045452,24.903319
653,凱基-新店,券商,121.541848,24.981318
654,凱基-大里,券商,120.688813,24.104216
655,凱基-台東,券商,121.151476,22.756444
656,凱基-台南,券商,120.221626,22.985519
657,凱基-東港,券商,120.457948,22.470261
658,凱基-高美館,券商,120.289421,22.661542
659,凱基-信義,券商,121.544306,25.053898
660,凱基-松山,券商,121.576419,25.049872
661,凱基-大直,券商,121.551241,25.080819
662,凱基-民權,券商,121.543836,25.062615
663,凱基-三峽,券商,121.372277,24.935911
664,凱基-天母,券商,121.53086,25.119016
665,凱基-五股,券商,121.438629,25.082899
666,凱基-南京,券商,121.539295,25.052147
667,凱基-土城,券商,121.468154,24.98778
668,凱基-八德,券商,121.298865,24.954267
669,凱基-幸福,券商,121.453492,25.045241
670,凱基-東勢,券商,120.829918,24.252624
671,凱基-豐中,券商,120.722463,24.255044
672,凱基-新莊,券商,121.423942,25.02398
673,凱基-內埔,券商,120.565287,22.618333
674,凱基-汐止,券商,121.656395,25.065097
675,凱基-城中,券商,121.511521,25.045027
676,凱基-中山,券商,121.522588,25.056825
677,凱基-屏東,券商,120.494518,22.669806
678,凱基-復興,券商,121.544306,25.053898
679,凱基-員林,券商,120.570924,23.962076
680,凱基-建成,券商,121.524669,25.05195
681,凱基-長庚,券商,121.36471,25.057731
682,凱基-竹北,券商,121.014354,24.833499
683,凱基-永華,券商,120.1964,22.987594
684,凱基-虎尾,券商,120.433065,23.709326
685,凱基-敦北,券商,121.548501,25.051354
686,凱基-士林,券商,121.525392,25.093343
687,凱基-市政,券商,120.639556,24.15913
688,凱基-七賢,券商,120.309702,22.633842
689,凱基-嘉義,券商,120.443929,23.47351
690,凱基-科園,券商,121.019595,24.782126
691,凱基-和平,券商,121.522493,25.026638
692,凱基-南崁,券商,121.292154,25.047695
693,凱基-林口,券商,121.375209,25.077895
694,凱基-羅東,券商,121.77191,24.679545
695,凱基-澄新,券商,120.346062,22.6414
696,凱基-平鎮,券商,121.209038,24.944665
697,凱基-新豐,券商,120.995439,24.872339
698,凱基-台北,券商,121.53511,25.052216
699,凱基-永春,券商,121.579948,25.041826
700,凱基-竹科,券商,120.966462,24.809628
701,凱基-竹東,券商,121.085354,24.742121
702,凱基-鳳山,券商,120.361413,22.624787
703,凱基-三多,券商,120.301717,22.61354
704,凱基-永康,券商,120.255612,23.025379
705,凱基-斗六,券商,120.547798,23.7098
706,凱基-北門,券商,120.211372,22.992287
707,凱基-中壢,券商,121.226386,24.965997
708,凱基-內湖,券商,121.600036,25.084868
709,凱基-埔墘,券商,121.479069,25.018974
710,凱基-興隆,券商,121.556355,25.000154
711,凱基-大安,券商,121.550935,25.029537
712,凱基-西屯,券商,120.666178,24.170434
713,凱基-頭份,券商,120.907026,24.685386
714,凱基-文心,券商,120.693417,24.171561
715,凱基-延平,券商,121.511517,25.056516
716,凱基-國際證券,券商,121.551506,25.084876
717,富邦,券商,121.552283,25.03817
718,富邦-溪湖,券商,120.482355,23.962054
719,富邦-陽明,券商,121.517167,25.113458
720,富邦-國際證券,券商,121.552283,25.03817
721,富邦-基隆,券商,121.747435,25.129231
722,富邦-木柵,券商,121.56732,24.988333
723,富邦-岡山,券商,120.297511,22.797955
724,富邦-大同,券商,121.519576,25.052675
725,富邦-花蓮,券商,121.60706,23.982279
726,富邦-園區,券商,121.011875,24.785592
727,富邦-台北,券商,121.516958,25.045725
728,富邦-竹北,券商,121.005937,24.82891
729,富邦-竹東,券商,121.087836,24.738997
730,富邦-內湖,券商,121.5697,25.081699
731,富邦-羅東,券商,121.770858,24.684525
732,富邦-新竹華信,券商,120.967895,24.806291
733,富邦-民生,券商,121.547113,25.057518
734,富邦-世貿,券商,121.555443,25.033325
735,富邦-永和,券商,121.506474,25.007144
736,富邦-板橋,券商,121.467035,25.020776
737,富邦-苗栗,券商,120.822551,24.560846
738,富邦-建國,券商,121.536537,25.060058
739,富邦-高雄,券商,120.312825,22.632014
740,富邦-台中,券商,120.662833,24.165543
741,富邦-新店,券商,121.542927,24.978014
742,富邦-敦南,券商,121.548483,25.045582
743,富邦-天母,券商,121.532597,25.117916
744,富邦-桃園,券商,121.30669,25.001878
745,富邦-南屯,券商,120.639366,24.142208
746,富邦-台南,券商,120.191812,22.996558
747,富邦-左營,券商,120.303586,22.666613
748,富邦-八德,券商,121.551561,25.048082
749,富邦-員林,券商,120.566999,23.966764
750,富邦-仁愛,券商,121.538486,25.037312
751,富邦-三重,券商,121.495231,25.070319
752,富邦-北投,券商,121.501515,25.133559
753,富邦-延吉,券商,121.555758,25.037406
754,富邦-市政,券商,120.637356,24.163599
755,富邦-重慶,券商,121.462051,25.002065
